"NCBI_ID","Genome_ID","Accession_ID","Taxon_name","Attribute","Attribute_value","Attribute_source","Evidence","Frequency","Confidence_in_curation","Note","Rank","Parent_name","Parent_NCBI_ID","Parent_rank"
1403449,NA,NA,"Streptococcus equi subsp. zooepidemicus CY","coding genes",1999,"Kegg","igc","usually","high",NA,"strain","Streptococcus equi",1336,"species"
205913,NA,NA,"Bifidobacterium longum DJO10A","coding genes",2000,"Kegg","igc","usually","high",NA,"strain","Bifidobacterium longum",216816,"species"
1435056,NA,NA,"Trueperella pyogenes TP8","coding genes",2001,"Kegg","igc","usually","high",NA,"strain","Trueperella pyogenes",1661,"species"
340177,NA,NA,"Chlorobium chlorochromatii","coding genes",2002,"Kegg","igc","usually","high",NA,"strain","Chlorobium chlorochromatii",337090,"species"
365659,NA,NA,"Streptococcus mitis","coding genes",2002,"Kegg","igc","usually","high",NA,"strain","Streptococcus mitis",28037,"species"
1161911,NA,NA,"Corynebacterium pseudotuberculosis Cp162","coding genes",2002,"Kegg","igc","usually","high",NA,"strain","Corynebacterium pseudotuberculosis",1719,"species"
342616,NA,NA,"Streptococcus agalactiae COH1","coding genes",2003,"Kegg","igc","usually","high",NA,"strain","Streptococcus agalactiae",1311,"species"
469602,NA,NA,"Fusobacterium nucleatum subsp. vincentii 3_1_27","coding genes",2004,"Kegg","igc","usually","high",NA,"strain","Fusobacterium nucleatum",851,"species"
203120,NA,NA,"Leuconostoc mesenteroides subsp. mesenteroides ATCC 8293","coding genes",2005,"Kegg","igc","usually","high",NA,"strain","Leuconostoc mesenteroides",1245,"species"
767453,NA,NA,"Lactobacillus fermentum F-6","coding genes",2006,"Kegg","igc","usually","high",NA,"strain","Limosilactobacillus fermentum",1613,"species"
1974213,NA,NA,"Prosthecochloris sp. HL-130-GSB","coding genes",2006,"Kegg","igc","usually","high",NA,"species","Prosthecochloris",1101,"genus"
712538,NA,NA,"Selenomonas sp. oral taxon 478","coding genes",2009,"Kegg","igc","usually","high",NA,"species","Selenomonas",970,"genus"
880633,NA,NA,"Lactobacillus helveticus R0052","coding genes",2011,"Kegg","igc","usually","high",NA,"strain","Lactobacillus helveticus",1587,"species"
416269,NA,NA,"Actinobacillus pleuropneumoniae L20 (serotype 5b)","coding genes",2012,"Kegg","igc","usually","high",NA,"strain","Actinobacillus pleuropneumoniae",715,"species"
360104,NA,NA,"Campylobacter concisus 13826","coding genes",2012,"Kegg","igc","usually","high",NA,"strain","Campylobacter concisus",199,"species"
1380773,NA,NA,"Streptococcus suis YB51","coding genes",2012,"Kegg","igc","usually","high",NA,"strain","Streptococcus suis",1307,"species"
145458,NA,NA,"Rathayibacter toxicus WAC3373","coding genes",2012,"Kegg","igc","usually","high",NA,"species","Rathayibacter",33886,"genus"
362948,NA,NA,"Lactobacillus salivarius UCC118","coding genes",2013,"Kegg","igc","usually","high",NA,"strain","Ligilactobacillus salivarius",1624,"species"
156978,NA,NA,"Corynebacterium imitans","coding genes",2013,"Kegg","igc","usually","high",NA,"species","Corynebacterium",1716,"genus"
272843,NA,NA,"Pasteurella multocida subsp. multocida Pm70","coding genes",2014,"Kegg","igc","usually","high",NA,"strain","Pasteurella multocida",747,"species"
708126,NA,NA,"Jeotgalibaca dankookensis","coding genes",2014,"Kegg","igc","usually","high",NA,"species","Jeotgalibaca",1470540,"genus"
582419,NA,NA,"Thermococcus paralvinellae","coding genes",2016,"Kegg","igc","usually","high",NA,"species","Thermococcus",2263,"genus"
414004,NA,NA,"Cenarchaeum symbiosum","coding genes",2017,"Kegg","igc","usually","high",NA,"strain","Cenarchaeum symbiosum",46770,"species"
1116231,NA,NA,"Streptococcus macedonicus","coding genes",2017,"Kegg","igc","usually","high",NA,"strain","Streptococcus macedonicus",59310,"species"
630588,NA,NA,"Neisseria meningitidis alpha710 (serogroup B)","coding genes",2017,"Kegg","igc","usually","high",NA,"strain","Neisseria meningitidis",487,"species"
891968,NA,NA,"Acetomicrobium mobile","coding genes",2017,"Kegg","igc","usually","high",NA,"strain","Acetomicrobium mobile",97477,"species"
163003,NA,NA,"Thermococcus cleftensis","coding genes",2017,"Kegg","igc","usually","high",NA,"species","Thermococcus",2263,"genus"
29343,NA,NA,"Clostridium cellulosi","coding genes",2017,"Kegg","igc","usually","high",NA,"species","Oscillospiraceae",216572,"family"
645127,NA,NA,"Corynebacterium kroppenstedtii","coding genes",2018,"Kegg","igc","usually","high",NA,"strain","Corynebacterium kroppenstedtii",161879,"species"
767455,NA,NA,"Lactobacillus delbrueckii subsp. bulgaricus ND02","coding genes",2018,"Kegg","igc","usually","high",NA,"strain","Lactobacillus delbrueckii",1584,"species"
1114965,NA,NA,"Streptococcus parasanguinis FW213","coding genes",2019,"Kegg","igc","usually","high",NA,"strain","Streptococcus parasanguinis",1318,"species"
374833,NA,NA,"Neisseria meningitidis 053442 (serogroup C)","coding genes",2020,"Kegg","igc","usually","high",NA,"strain","Neisseria meningitidis",487,"species"
1379702,NA,NA,"Methanobacterium sp. MB1","coding genes",2021,"Kegg","igc","usually","high",NA,"species","Methanobacterium",2160,"genus"
760570,NA,NA,"Streptococcus parasanguinis ATCC 15912","coding genes",2022,"Kegg","igc","usually","high",NA,"strain","Streptococcus parasanguinis",1318,"species"
1873524,NA,NA,"Haloarchaeon HTSR1","coding genes",2023,"Kegg","igc","usually","high",NA,"species","Halodesulfurarchaeum",1980514,"genus"
504474,NA,NA,"Corynebacterium urealyticum DSM 7109","coding genes",2024,"Kegg","igc","usually","high",NA,"strain","Corynebacterium urealyticum",43771,"species"
748671,NA,NA,"Lactobacillus crispatus","coding genes",2024,"Kegg","igc","usually","high",NA,"strain","Lactobacillus crispatus",47770,"species"
591001,NA,NA,"Acidaminococcus fermentans","coding genes",2026,"Kegg","igc","usually","high",NA,"strain","Acidaminococcus fermentans",905,"species"
1048332,NA,NA,"Streptococcus salivarius CCHSS3","coding genes",2027,"Kegg","igc","usually","high",NA,"strain","Streptococcus salivarius",1304,"species"
657308,NA,NA,"Gordonibacter pamelaeae","coding genes",2027,"Kegg","igc","usually","high",NA,"strain","Gordonibacter pamelaeae",471189,"species"
289376,NA,NA,"Thermodesulfovibrio yellowstonii","coding genes",2028,"Kegg","igc","usually","high",NA,"strain","Thermodesulfovibrio yellowstonii",28262,"species"
1006006,NA,NA,"Metallosphaera cuprina","coding genes",2029,"Kegg","igc","usually","high",NA,"strain","Metallosphaera cuprina",1006005,"species"
281090,NA,NA,"Leifsonia xyli subsp. xyli CTCB07","coding genes",2030,"Kegg","igc","usually","high",NA,"strain","Leifsonia xyli",1575,"species"
264201,NA,NA,"Candidatus Protochlamydia amoebophila","coding genes",2031,"Kegg","igc","usually","high",NA,"strain","Candidatus Protochlamydia amoebophila",362787,"species"
557723,NA,NA,"Haemophilus parasuis SH0165","coding genes",2031,"Kegg","igc","usually","high",NA,"strain","Glaesserella parasuis",738,"species"
183190,NA,NA,"Xylella fastidiosa Temecula1","coding genes",2036,"Kegg","igc","usually","high",NA,"strain","Xylella fastidiosa",2371,"species"
434271,NA,NA,"Actinobacillus pleuropneumoniae JL03 (serotype 3)","coding genes",2036,"Kegg","igc","usually","high",NA,"strain","Actinobacillus pleuropneumoniae",715,"species"
604354,NA,NA,"Thermococcus sibiricus","coding genes",2036,"Kegg","igc","usually","high",NA,"strain","Thermococcus sibiricus",172049,"species"
1273541,NA,NA,"Pyrodictium delaneyi","coding genes",2036,"Kegg","igc","usually","high",NA,"species","Pyrodictium",2308,"genus"
416591,NA,NA,"Pseudothermotoga lettingae","coding genes",2040,"Kegg","igc","usually","high",NA,"strain","Pseudothermotoga lettingae",177758,"species"
694569,NA,NA,"Aggregatibacter actinomycetemcomitans D7S-1","coding genes",2041,"Kegg","igc","usually","high",NA,"strain","Aggregatibacter actinomycetemcomitans",714,"species"
747,NA,NA,"Pasteurella multocida ATCC 43137","coding genes",2041,"Kegg","igc","usually","high",NA,"species","Pasteurella",745,"genus"
517417,NA,NA,"Chlorobaculum parvum","coding genes",2043,"Kegg","igc","usually","high",NA,"strain","Chlorobaculum parvum",274539,"species"
273121,NA,NA,"Wolinella succinogenes","coding genes",2044,"Kegg","igc","usually","high",NA,"strain","Wolinella succinogenes",844,"species"
487213,NA,NA,"Streptococcus pneumoniae Taiwan19F-14","coding genes",2044,"Kegg","igc","usually","high",NA,"strain","Streptococcus pneumoniae",1313,"species"
1271752,NA,NA,"Riemerella anatipestifer RA-CH-2","coding genes",2044,"Kegg","igc","usually","high",NA,"strain","Riemerella anatipestifer",34085,"species"
28110,NA,NA,"Francisella philomiragia GA01-2794","coding genes",2044,"Kegg","igc","usually","high",NA,"species","Francisella",262,"genus"
434922,NA,NA,"Coxiella burnetii Dugway 5J108-111","coding genes",2045,"Kegg","igc","usually","high",NA,"strain","Coxiella burnetii",777,"species"
443254,NA,NA,"Marinitoga piezophila","coding genes",2046,"Kegg","igc","usually","high",NA,"strain","Marinitoga piezophila",149715,"species"
35755,NA,NA,"Corynebacterium kutscheri","coding genes",2047,"Kegg","igc","usually","high",NA,"species","Corynebacterium",1716,"genus"
865938,NA,NA,"Weeksella virosa","coding genes",2049,"Kegg","igc","usually","high",NA,"strain","Weeksella virosa",1014,"species"
768679,NA,NA,"Thermoproteus tenax","coding genes",2049,"Kegg","igc","usually","high",NA,"strain","Thermoproteus tenax",2271,"species"
467705,NA,NA,"Streptococcus gordonii","coding genes",2051,"Kegg","igc","usually","high",NA,"no rank","Streptococcus gordonii str. Challis",29390,"strain"
123214,NA,NA,"Persephonella marina","coding genes",2051,"Kegg","igc","usually","high",NA,"strain","Persephonella marina",309805,"species"
1087453,NA,NA,"Corynebacterium pseudotuberculosis 42/02-A","coding genes",2051,"Kegg","igc","usually","high",NA,"strain","Corynebacterium pseudotuberculosis",1719,"species"
1340495,NA,NA,"Lactobacillus reuteri I5007","coding genes",2054,"Kegg","igc","usually","high",NA,"strain","Limosilactobacillus reuteri",1598,"species"
688354,NA,NA,"Campylobacter fetus subsp. venerealis 84-112","coding genes",2054,"Kegg","igc","usually","high",NA,"strain","Campylobacter fetus",196,"species"
663954,NA,NA,"Streptococcus dysgalactiae subsp. equisimilis ATCC 12394","coding genes",2056,"Kegg","igc","usually","high",NA,"strain","Streptococcus dysgalactiae",1334,"species"
754507,NA,NA,"Aggregatibacter actinomycetemcomitans ANH9381","coding genes",2058,"Kegg","igc","usually","high",NA,"strain","Aggregatibacter actinomycetemcomitans",714,"species"
891391,NA,NA,"Lactobacillus acidophilus 30SC","coding genes",2059,"Kegg","igc","usually","high",NA,"strain","Lactobacillus acidophilus",1579,"species"
1835254,NA,NA,"Polynucleobacter duraquae","coding genes",2059,"Kegg","igc","usually","high",NA,"species","Polynucleobacter",44013,"genus"
37372,NA,NA,"Helicobacter bilis","coding genes",2060,"Kegg","igc","usually","high",NA,"species","Helicobacter",209,"genus"
70601,NA,NA,"Pyrococcus horikoshii","coding genes",2061,"Kegg","igc","usually","high",NA,"strain","Pyrococcus horikoshii",53953,"species"
458233,NA,NA,"Macrococcus caseolyticus","coding genes",2061,"Kegg","igc","usually","high",NA,"strain","Macrococcus caseolyticus",69966,"species"
1501268,NA,NA,"Prochlorococcus sp. MIT 0604","coding genes",2063,"Kegg","igc","usually","high",NA,"species","Prochlorococcus",1218,"genus"
1185654,NA,NA,"Pyrococcus furiosus COM1","coding genes",2064,"Kegg","igc","usually","high",NA,"strain","Pyrococcus furiosus",2261,"species"
186497,NA,NA,"Pyrococcus furiosus DSM 3638","coding genes",2065,"Kegg","igc","usually","high",NA,"strain","Pyrococcus furiosus",2261,"species"
945704,NA,NA,"Streptococcus suis JS14","coding genes",2066,"Kegg","igc","usually","high",NA,"strain","Streptococcus suis",1307,"species"
1631871,NA,NA,"Weissella jogaejeotgali","coding genes",2067,"Kegg","igc","usually","high",NA,"species","Weissella",46255,"genus"
572479,NA,NA,"Halanaerobium praevalens","coding genes",2068,"Kegg","igc","usually","high",NA,"strain","Halanaerobium praevalens",2331,"species"
1302863,NA,NA,"Streptococcus cristatus","coding genes",2069,"Kegg","igc","usually","high",NA,"strain","Streptococcus cristatus",45634,"species"
717772,NA,NA,"Thioalkalimicrobium aerophilum","coding genes",2071,"Kegg","igc","usually","high",NA,"strain","Thiomicrospira aerophila",92245,"species"
488223,NA,NA,"Streptococcus pneumoniae P1031","coding genes",2073,"Kegg","igc","usually","high",NA,"strain","Streptococcus pneumoniae",1313,"species"
1318615,NA,NA,"Streptococcus agalactiae ILRI112","coding genes",2073,"Kegg","igc","usually","high",NA,"strain","Streptococcus agalactiae",1311,"species"
1005042,NA,NA,"Streptococcus suis D9","coding genes",2074,"Kegg","igc","usually","high",NA,"strain","Streptococcus suis",1307,"species"
312153,NA,NA,"Polynucleobacter asymbioticus","coding genes",2077,"Kegg","igc","usually","high",NA,"strain","Polynucleobacter asymbioticus",576611,"species"
1004952,NA,NA,"Streptococcus suis D12","coding genes",2078,"Kegg","igc","usually","high",NA,"strain","Streptococcus suis",1307,"species"
339671,NA,NA,"Actinobacillus succinogenes","coding genes",2079,"Kegg","igc","usually","high",NA,"strain","Actinobacillus succinogenes",67854,"species"
935298,NA,NA,"Corynebacterium pseudotuberculosis PAT10","coding genes",2079,"Kegg","igc","usually","high",NA,"strain","Corynebacterium pseudotuberculosis",1719,"species"
1005041,NA,NA,"Streptococcus suis SS12","coding genes",2079,"Kegg","igc","usually","high",NA,"strain","Streptococcus suis",1307,"species"
429009,NA,NA,"Ammonifex degensii","coding genes",2080,"Kegg","igc","usually","high",NA,"strain","Ammonifex degensii",42838,"species"
319225,NA,NA,"Chlorobium luteolum","coding genes",2083,"Kegg","igc","usually","high",NA,"strain","Pelodictyon luteolum",1100,"species"
1117942,NA,NA,"Corynebacterium pseudotuberculosis P54B96","coding genes",2084,"Kegg","igc","usually","high",NA,"strain","Corynebacterium pseudotuberculosis",1719,"species"
1051072,NA,NA,"Streptococcus equi subsp. zooepidemicus ATCC 35246","coding genes",2087,"Kegg","igc","usually","high",NA,"strain","Streptococcus equi",1336,"species"
749222,NA,NA,"Nitratifractor salsuginis","coding genes",2088,"Kegg","igc","usually","high",NA,"strain","Nitratifractor salsuginis",269261,"species"
1309806,NA,NA,"Streptococcus agalactiae 09mas018883","coding genes",2089,"Kegg","igc","usually","high",NA,"strain","Streptococcus agalactiae",1311,"species"
643674,NA,NA,"Paenalcaligenes hominis","coding genes",2089,"Kegg","igc","usually","high",NA,"species","Paenalcaligenes",1100891,"genus"
539,NA,NA,"Eikenella corrodens","coding genes",2089,"Kegg","igc","usually","high",NA,"species","Eikenella",538,"genus"
431947,NA,NA,"Porphyromonas gingivalis ATCC 33277","coding genes",2090,"Kegg","igc","usually","high",NA,"strain","Porphyromonas gingivalis",837,"species"
693661,NA,NA,"Archaeoglobus veneficus","coding genes",2090,"Kegg","igc","usually","high",NA,"strain","Archaeoglobus veneficus",58290,"species"
679896,NA,NA,"Corynebacterium pseudotuberculosis 1002","coding genes",2090,"Kegg","igc","usually","high",NA,"strain","Corynebacterium pseudotuberculosis",1719,"species"
681645,NA,NA,"Corynebacterium pseudotuberculosis C231","coding genes",2091,"Kegg","igc","usually","high",NA,"strain","Corynebacterium pseudotuberculosis",1719,"species"
206403,NA,NA,"Sulfurovum lithotrophicum","coding genes",2092,"Kegg","igc","usually","high",NA,"species","Sulfurovum",265570,"genus"
1432656,NA,NA,"Thermococcus guaymasensis","coding genes",2092,"Kegg","igc","usually","high",NA,"strain","Thermococcus guaymasensis",110164,"species"
633807,NA,NA,"Vagococcus penaei","coding genes",2092,"Kegg","igc","usually","high",NA,"species","Vagococcus",2737,"genus"
546263,NA,NA,"Neisseria elongata","coding genes",2093,"Kegg","igc","usually","high",NA,"strain","Neisseria elongata",495,"species"
211110,NA,NA,"Streptococcus agalactiae NEM316 (serotype III)","coding genes",2094,"Kegg","igc","usually","high",NA,"strain","Streptococcus agalactiae",1311,"species"
1341656,NA,NA,"Francisella tularensis subsp. tularensis SCHU S4 NR-28534","coding genes",2094,"Kegg","igc","usually","high",NA,"no rank","Francisella tularensis subsp. tularensis SCHU S4",177416,"strain"
326298,NA,NA,"Sulfurimonas denitrificans","coding genes",2096,"Kegg","igc","usually","high",NA,"strain","Sulfurimonas denitrificans",39766,"species"
1434215,NA,NA,"Mannheimia varigena USDA-ARS-USMARC-1388","coding genes",2096,"Kegg","igc","usually","high",NA,"strain","Mannheimia varigena",85404,"species"
549298,NA,NA,"Francisella halioticida","coding genes",2096,"Kegg","igc","usually","high",NA,"species","Francisella",262,"genus"
486410,NA,NA,"Streptococcus dysgalactiae subsp. equisimilis GGS_124","coding genes",2097,"Kegg","igc","usually","high",NA,"strain","Streptococcus dysgalactiae",1334,"species"
1123384,NA,NA,"Pseudothermotoga hypogea","coding genes",2097,"Kegg","igc","usually","high",NA,"strain","Pseudothermotoga hypogea",57487,"species"
1075089,NA,NA,"Pasteurella multocida 36950","coding genes",2098,"Kegg","igc","usually","high",NA,"strain","Pasteurella multocida",747,"species"
119857,NA,NA,"Francisella tularensis subsp. holarctica FTT_1","coding genes",2098,"Kegg","igc","usually","high",NA,"subspecies","Francisella tularensis",263,"species"
119857,NA,NA,"Francisella tularensis subsp. holarctica 425","coding genes",2098,"Kegg","igc","usually","high",NA,"subspecies","Francisella tularensis",263,"species"
732,NA,NA,"Aggregatibacter aphrophilus W10433","coding genes",2098,"Kegg","igc","usually","high",NA,"species","Aggregatibacter",416916,"genus"
768670,NA,NA,"Calditerrivibrio nitroreducens","coding genes",2100,"Kegg","igc","usually","high",NA,"strain","Calditerrivibrio nitroreducens",477976,"species"
1505907,NA,NA,"Thermococcus eurythermalis","coding genes",2100,"Kegg","igc","usually","high",NA,"species","Thermococcus",2263,"genus"
1873524,NA,NA,"Haloarchaeon HSR6","coding genes",2100,"Kegg","igc","usually","high",NA,"species","Halodesulfurarchaeum",1980514,"genus"
1311,NA,NA,"Streptococcus agalactiae NGBS061","coding genes",2102,"Kegg","igc","usually","high",NA,"species","Streptococcus",1301,"genus"
824,NA,NA,"Campylobacter gracilis","coding genes",2103,"Kegg","igc","usually","high",NA,"species","Campylobacter",194,"genus"
1078905,NA,NA,"Candidatus Nitrosotalea devanaterra","coding genes",2103,"Kegg","igc","usually","high",NA,"species","Candidatus Nitrosotalea",1078904,"genus"
405440,NA,NA,"Xylella fastidiosa M12","coding genes",2104,"Kegg","igc","usually","high",NA,"strain","Xylella fastidiosa",2371,"species"
1487956,NA,NA,"Corynebacterium sp. ATCC 6931","coding genes",2105,"Kegg","igc","usually","high",NA,"species","Corynebacterium",1716,"genus"
119857,NA,NA,"Francisella tularensis subsp. holarctica VT68","coding genes",2105,"Kegg","igc","usually","high",NA,"subspecies","Francisella tularensis",263,"species"
1074485,NA,NA,"Corynebacterium pseudotuberculosis 316","coding genes",2106,"Kegg","igc","usually","high",NA,"strain","Corynebacterium pseudotuberculosis",1719,"species"
1111678,NA,NA,"Lactococcus lactis subsp. cremoris UC509.9","coding genes",2109,"Kegg","igc","usually","high",NA,"strain","Lactococcus cremoris",1359,"species"
1433287,NA,NA,"Mannheimia varigena USDA-ARS-USMARC-1296","coding genes",2109,"Kegg","igc","usually","high",NA,"strain","Mannheimia varigena",85404,"species"
765874,NA,NA,"Corynebacterium pseudotuberculosis FRC41","coding genes",2110,"Kegg","igc","usually","high",NA,"strain","Corynebacterium pseudotuberculosis",1719,"species"
712357,NA,NA,"Leptotrichia sp. oral taxon 212","coding genes",2110,"Kegg","igc","usually","high",NA,"species","Leptotrichia",32067,"genus"
543913,NA,NA,"Beta proteobacterium CB","coding genes",2112,"Kegg","igc","usually","high",NA,"species","Betaproteobacteria",28216,"class"
54262,NA,NA,"Thermococcus chitonophagus","coding genes",2113,"Kegg","igc","usually","high",NA,"species","Thermococcus",2263,"genus"
213810,NA,NA,"Ruminococcus champanellensis","coding genes",2114,"Kegg","igc","usually","high",NA,"strain","Ruminococcus champanellensis",1161942,"species"
1705617,NA,NA,"Capnocytophaga sp. oral taxon 323","coding genes",2114,"Kegg","igc","usually","high",NA,"species","Capnocytophaga",1016,"genus"
512566,NA,NA,"Streptococcus pneumoniae G54 (serotype 19F)","coding genes",2115,"Kegg","igc","usually","high",NA,"strain","Streptococcus pneumoniae",1313,"species"
1295,NA,NA,"Staphylococcus schleiferi 1360-13","coding genes",2115,"Kegg","igc","usually","high",NA,"species","Staphylococcus",1279,"genus"
76936,NA,NA,"Helicobacter typhlonius","coding genes",2117,"Kegg","igc","usually","high",NA,"species","Helicobacter",209,"genus"
521045,NA,NA,"Kosmotoga olearia","coding genes",2118,"Kegg","igc","usually","high",NA,"strain","Kosmotoga olearia",651457,"species"
657316,NA,NA,"Megamonas hypermegale","coding genes",2118,"Kegg","igc","usually","high",NA,"strain","Megamonas hypermegale",158847,"species"
697283,NA,NA,"Streptococcus pneumoniae gamPNI0373","coding genes",2119,"Kegg","igc","usually","high",NA,"strain","Streptococcus pneumoniae",1313,"species"
306537,NA,NA,"Corynebacterium jeikeium","coding genes",2120,"Kegg","igc","usually","high",NA,"strain","Corynebacterium jeikeium",38289,"species"
259536,NA,NA,"Psychrobacter arcticus","coding genes",2120,"Kegg","igc","usually","high",NA,"strain","Psychrobacter arcticus",334543,"species"
695560,NA,NA,"Lactobacillus amylovorus GRL 1112","coding genes",2121,"Kegg","igc","usually","high",NA,"strain","Lactobacillus amylovorus",1604,"species"
488222,NA,NA,"Streptococcus pneumoniae JJA","coding genes",2123,"Kegg","igc","usually","high",NA,"strain","Streptococcus pneumoniae",1313,"species"
469607,NA,NA,"Fusobacterium nucleatum subsp. animalis 4_8","coding genes",2124,"Kegg","igc","usually","high",NA,"strain","Fusobacterium nucleatum",851,"species"
170187,NA,NA,"Streptococcus pneumoniae TIGR4 (virulent serotype 4)","coding genes",2125,"Kegg","igc","usually","high",NA,"strain","Streptococcus pneumoniae",1313,"species"
1172562,NA,NA,"Helicobacter cinaedi PAGU611","coding genes",2125,"Kegg","igc","usually","high",NA,"strain","Helicobacter cinaedi",213,"species"
1318633,NA,NA,"Streptococcus iniae SF1","coding genes",2125,"Kegg","igc","usually","high",NA,"strain","Streptococcus iniae",1346,"species"
208435,NA,NA,"Streptococcus agalactiae 2603 (serotype V)","coding genes",2127,"Kegg","igc","usually","high",NA,"strain","Streptococcus agalactiae",1311,"species"
751585,NA,NA,"Coprococcus sp. ART55/1","coding genes",2128,"Kegg","igc","usually","high",NA,"species","Coprococcus",33042,"genus"
401473,NA,NA,"Bifidobacterium dentium Bd1","coding genes",2129,"Kegg","igc","usually","high",NA,"strain","Bifidobacterium dentium",1689,"species"
889513,NA,NA,"Corynebacterium pseudotuberculosis I19","coding genes",2129,"Kegg","igc","usually","high",NA,"strain","Corynebacterium pseudotuberculosis",1719,"species"
1168865,NA,NA,"Corynebacterium pseudotuberculosis 258","coding genes",2129,"Kegg","igc","usually","high",NA,"strain","Corynebacterium pseudotuberculosis",1719,"species"
1630135,NA,NA,"Dermabacter vaginalis","coding genes",2129,"Kegg","igc","usually","high",NA,"species","Dermabacter",36739,"genus"
762051,NA,NA,"Leuconostoc kimchii","coding genes",2130,"Kegg","igc","usually","high",NA,"strain","Leuconostoc kimchii",136609,"species"
1903686,NA,NA,"Jeotgalibaca sp. PTS2502","coding genes",2132,"Kegg","igc","usually","high",NA,"species","Jeotgalibaca",1470540,"genus"
1042877,NA,NA,"Thermococcus sp. 4557","coding genes",2133,"Kegg","igc","usually","high",NA,"species","Thermococcus",2263,"genus"
349741,NA,NA,"Akkermansia muciniphila","coding genes",2138,"Kegg","igc","usually","high",NA,"strain","Akkermansia muciniphila",239935,"species"
1150423,NA,NA,"Bifidobacterium dentium JCM 1195 = DSM 20436","coding genes",2141,"Kegg","igc","usually","high",NA,"strain","Bifidobacterium dentium",1689,"species"
537457,NA,NA,"Actinobacillus pleuropneumoniae AP76 (serotype 7)","coding genes",2142,"Kegg","igc","usually","high",NA,"strain","Actinobacillus pleuropneumoniae",715,"species"
1087452,NA,NA,"Corynebacterium pseudotuberculosis 3/99-5","coding genes",2142,"Kegg","igc","usually","high",NA,"strain","Corynebacterium pseudotuberculosis",1719,"species"
1051074,NA,NA,"Streptococcus thermophilus JIM 8232","coding genes",2145,"Kegg","igc","usually","high",NA,"strain","Streptococcus thermophilus",1308,"species"
1435377,NA,NA,"Sulfolobus acidocaldarius SUSAZ","coding genes",2146,"Kegg","igc","usually","high",NA,"strain","Sulfolobus acidocaldarius",2285,"species"
1263829,NA,NA,"Bibersteinia trehalosi USDA-ARS-USMARC-188","coding genes",2146,"Kegg","igc","usually","high",NA,"strain","Bibersteinia trehalosi",47735,"species"
1006579,NA,NA,"Corynebacterium ulcerans FRC11","coding genes",2146,"Kegg","igc","usually","high",NA,"strain","Corynebacterium ulcerans",65058,"species"
632518,NA,NA,"Caldicellulosiruptor owensensis","coding genes",2147,"Kegg","igc","usually","high",NA,"strain","Caldicellulosiruptor owensensis",55205,"species"
1089446,NA,NA,"Corynebacterium pseudotuberculosis 267","coding genes",2148,"Kegg","igc","usually","high",NA,"strain","Corynebacterium pseudotuberculosis",1719,"species"
410359,NA,NA,"Pyrobaculum calidifontis","coding genes",2149,"Kegg","igc","usually","high",NA,"strain","Pyrobaculum calidifontis",181486,"species"
1839801,NA,NA,"Dehalogenimonas formicexedens","coding genes",2149,"Kegg","igc","usually","high",NA,"species","Dehalogenimonas",670486,"genus"
469604,NA,NA,"Fusobacterium nucleatum subsp. vincentii 3_1_36A2","coding genes",2151,"Kegg","igc","usually","high",NA,"strain","Fusobacterium nucleatum",851,"species"
1624,NA,NA,"Lactobacillus salivarius JCM1046","coding genes",2152,"Kegg","igc","usually","high",NA,"species","Ligilactobacillus",2767887,"genus"
382640,NA,NA,"Bartonella tribocorum CIP 105476","coding genes",2154,"Kegg","igc","usually","high",NA,"strain","Bartonella tribocorum",85701,"species"
487214,NA,NA,"Streptococcus pneumoniae Hungary19A 6","coding genes",2155,"Kegg","igc","usually","high",NA,"strain","Streptococcus pneumoniae",1313,"species"
572265,NA,NA,"Candidatus Hamiltonella defensa (Acyrthosiphon pisum)","coding genes",2155,"Kegg","igc","usually","high",NA,"forma specialis","Candidatus Hamiltonella defensa",138072,"species"
1309807,NA,NA,"Streptococcus agalactiae ILRI005","coding genes",2155,"Kegg","igc","usually","high",NA,"strain","Streptococcus agalactiae",1311,"species"
242231,NA,NA,"Neisseria gonorrhoeae FA 1090","coding genes",2157,"Kegg","igc","usually","high",NA,"strain","Neisseria gonorrhoeae",485,"species"
351607,NA,NA,"Acidothermus cellulolyticus","coding genes",2157,"Kegg","igc","usually","high",NA,"strain","Acidothermus cellulolyticus",28049,"species"
477974,NA,NA,"Candidatus Desulforudis audaxviator","coding genes",2157,"Kegg","igc","usually","high",NA,"strain","Candidatus Desulforudis audaxviator",471827,"species"
593117,NA,NA,"Thermococcus gammatolerans","coding genes",2157,"Kegg","igc","usually","high",NA,"strain","Thermococcus gammatolerans",187878,"species"
563040,NA,NA,"Sulfurimonas autotrophica","coding genes",2158,"Kegg","igc","usually","high",NA,"strain","Sulfurimonas autotrophica",202747,"species"
944546,NA,NA,"Arcobacter butzleri ED-1","coding genes",2158,"Kegg","igc","usually","high",NA,"strain","Aliarcobacter butzleri",28197,"species"
583358,NA,NA,"Thermoanaerobacter mathranii","coding genes",2159,"Kegg","igc","usually","high",NA,"strain","Thermoanaerobacter mathranii",583357,"species"
1582439,NA,NA,"Candidatus Nitrosopumilus piranensis","coding genes",2161,"Kegg","igc","usually","high",NA,"species","Nitrosopumilus",338191,"genus"
1033837,NA,NA,"Lactobacillus kefiranofaciens","coding genes",2162,"Kegg","igc","usually","high",NA,"strain","Lactobacillus kefiranofaciens",267818,"species"
