"NCBI_ID","Genome_ID","Accession_ID","Taxon_name","Attribute","Attribute_value","Attribute_source","Evidence","Frequency","Confidence_in_curation","Note","Strain","Rank","Parent_name","Parent_NCBI_ID","Parent_rank"
472,NA,"","Acinetobacter sp.","aerobic",TRUE,"https://github.com/bacteria-archaea-traits/bacteria-archaea-traits/tree/master/output/prepared_data","unknown","always","medium",NA,NA,"species","Acinetobacter",469,"genus"
62977,NA,"NC_005966","Acinetobacter sp. ADP1","aerobic",TRUE,"BacMap","unknown","always","high",NA,NA,"strain","Acinetobacter baylyi",202950,"species"
62977,NA,"","Acinetobacter sp. ADP1","obligately anaerobic",FALSE,"ProTraits","igc","always","medium",NA,NA,"strain","Acinetobacter baylyi",202950,"species"
1217705,NA,"","Acinetobacter sp. ANC 3862","obligately anaerobic",FALSE,"ProTraits","igc","always","medium",NA,NA,"species","Acinetobacter",469,"genus"
1217701,NA,"","Acinetobacter sp. ANC 3880","obligately anaerobic",FALSE,"ProTraits","igc","always","medium",NA,NA,"species","Acinetobacter",469,"genus"
1217707,NA,"","Acinetobacter sp. ANC 3929","obligately anaerobic",FALSE,"ProTraits","igc","always","medium",NA,NA,"species","Acinetobacter",469,"genus"
1217703,NA,"","Acinetobacter sp. ANC 4105","obligately anaerobic",FALSE,"ProTraits","igc","always","medium",NA,NA,"species","Acinetobacter",469,"genus"
1144661,NA,"","Acinetobacter sp. CIP 101934","obligately anaerobic",FALSE,"ProTraits","igc","always","medium",NA,NA,"species","Acinetobacter",469,"genus"
1144662,NA,"","Acinetobacter sp. CIP 101966","obligately anaerobic",FALSE,"ProTraits","igc","always","medium",NA,NA,"species","Acinetobacter",469,"genus"
1144665,NA,"","Acinetobacter sp. CIP 102136","obligately anaerobic",FALSE,"ProTraits","igc","always","medium",NA,NA,"species","Acinetobacter",469,"genus"
1144667,NA,"","Acinetobacter sp. CIP 102159","obligately anaerobic",FALSE,"ProTraits","igc","always","medium",NA,NA,"species","Acinetobacter",469,"genus"
1144669,NA,"","Acinetobacter sp. CIP 102637","obligately anaerobic",FALSE,"ProTraits","igc","always","medium",NA,NA,"species","Acinetobacter",469,"genus"
1144670,NA,"","Acinetobacter sp. CIP 51.11","obligately anaerobic",FALSE,"ProTraits","igc","always","medium",NA,NA,"species","Acinetobacter",469,"genus"
1144672,NA,"","Acinetobacter sp. CIP 56.2","obligately anaerobic",FALSE,"ProTraits","igc","always","medium",NA,NA,"species","Acinetobacter",469,"genus"
1217694,NA,"","Acinetobacter sp. CIP 64.2","obligately anaerobic",FALSE,"ProTraits","igc","always","medium",NA,NA,"species","Acinetobacter",469,"genus"
1144673,NA,"","Acinetobacter sp. CIP 64.7","obligately anaerobic",FALSE,"ProTraits","igc","always","medium",NA,NA,"species","Acinetobacter",469,"genus"
1217700,NA,"","Acinetobacter sp. CIP 70.18","obligately anaerobic",FALSE,"ProTraits","igc","always","medium",NA,NA,NA,NA,NA,NA
40373,NA,"","Acinetobacter sp. CIP-A165","obligately anaerobic",FALSE,"ProTraits","igc","always","medium",NA,NA,"species","Acinetobacter",469,"genus"
436717,NA,"NC_014259","Acinetobacter sp. DR1","aerobic",TRUE,"BacMap","unknown","always","high",NA,NA,"strain","Acinetobacter oleivorans",1148157,"species"
651305,NA,"","Acinetobacter sp. GG2","obligately anaerobic",FALSE,"ProTraits","igc","always","medium",NA,NA,"species","Acinetobacter",469,"genus"
1071390,NA,"","Acinetobacter sp. NBRC 100985","obligately anaerobic",FALSE,"ProTraits","igc","always","medium",NA,NA,"species","Acinetobacter",469,"genus"
981223,NA,"","Acinetobacter sp. NCTC 7422","obligately anaerobic",FALSE,"ProTraits","igc","always","medium",NA,NA,NA,NA,NA,NA
1217697,NA,"","Acinetobacter sp. NIPH 1847","obligately anaerobic",FALSE,"ProTraits","igc","always","medium",NA,NA,"species","Acinetobacter",469,"genus"
1217695,NA,"","Acinetobacter sp. NIPH 1859","obligately anaerobic",FALSE,"ProTraits","igc","always","medium",NA,NA,NA,NA,NA,NA
1217702,NA,"","Acinetobacter sp. NIPH 1867","obligately anaerobic",FALSE,"ProTraits","igc","always","medium",NA,NA,"species","Acinetobacter",469,"genus"
1217696,NA,"","Acinetobacter sp. NIPH 2036","obligately anaerobic",FALSE,"ProTraits","igc","always","medium",NA,NA,NA,NA,NA,NA
1217708,NA,"","Acinetobacter sp. NIPH 2100","obligately anaerobic",FALSE,"ProTraits","igc","always","medium",NA,NA,"species","Acinetobacter",469,"genus"
1217706,NA,"","Acinetobacter sp. NIPH 2168","obligately anaerobic",FALSE,"ProTraits","igc","always","medium",NA,NA,"species","Acinetobacter",469,"genus"
1217711,NA,"","Acinetobacter sp. NIPH 236","obligately anaerobic",FALSE,"ProTraits","igc","always","medium",NA,NA,"species","Acinetobacter",469,"genus"
1217704,NA,"","Acinetobacter sp. NIPH 284","obligately anaerobic",FALSE,"ProTraits","igc","always","medium",NA,NA,"species","Acinetobacter",469,"genus"
1217692,NA,"","Acinetobacter sp. NIPH 298","obligately anaerobic",FALSE,"ProTraits","igc","always","medium",NA,NA,"species","Acinetobacter",469,"genus"
1217698,NA,"","Acinetobacter sp. NIPH 3623","obligately anaerobic",FALSE,"ProTraits","igc","always","medium",NA,NA,"species","Acinetobacter",469,"genus"
1217688,NA,"","Acinetobacter sp. NIPH 542","obligately anaerobic",FALSE,"ProTraits","igc","always","medium",NA,NA,"species","Acinetobacter",469,"genus"
1217712,NA,"","Acinetobacter sp. NIPH 758","obligately anaerobic",FALSE,"ProTraits","igc","always","medium",NA,NA,"species","Acinetobacter",469,"genus"
1217713,NA,"","Acinetobacter sp. NIPH 809","obligately anaerobic",FALSE,"ProTraits","igc","always","medium",NA,NA,NA,NA,NA,NA
520708,NA,"","Acinetobacter sp. NIPH 817","obligately anaerobic",FALSE,"ProTraits","igc","always","medium",NA,NA,"species","Acinetobacter",469,"genus"
520709,NA,"","Acinetobacter sp. NIPH 973","obligately anaerobic",FALSE,"ProTraits","igc","always","medium",NA,NA,NA,NA,NA,NA
903916,NA,"","Acinetobacter sp. WC-136","obligately anaerobic",FALSE,"ProTraits","igc","always","medium",NA,NA,NA,NA,NA,NA
903945,NA,"","Acinetobacter sp. WC-743","obligately anaerobic",FALSE,"ProTraits","igc","always","medium",NA,NA,"species","Acinetobacter",469,"genus"
202954,NA,"","Acinetobacter tandoii","aerobic",TRUE,"https://github.com/bacteria-archaea-traits/bacteria-archaea-traits/tree/master/output/prepared_data","unknown","always","medium",NA,NA,"species","Acinetobacter",469,"genus"
202955,NA,"","Acinetobacter tjernbergiae","aerobic",TRUE,"https://github.com/bacteria-archaea-traits/bacteria-archaea-traits/tree/master/output/prepared_data","unknown","always","medium",NA,NA,"species","Acinetobacter",469,"genus"
202956,NA,"","Acinetobacter towneri","aerobic",TRUE,"https://github.com/bacteria-archaea-traits/bacteria-archaea-traits/tree/master/output/prepared_data","unknown","always","medium",NA,NA,"species","Acinetobacter",469,"genus"
202956,NA,"","Acinetobacter towneri","obligately anaerobic",FALSE,"ProTraits","igc","always","medium",NA,NA,"species","Acinetobacter",469,"genus"
108980,NA,"","Acinetobacter ursingii","aerobic",TRUE,"https://github.com/bacteria-archaea-traits/bacteria-archaea-traits/tree/master/output/prepared_data","unknown","always","medium",NA,NA,"species","Acinetobacter",469,"genus"
108980,NA,"","Acinetobacter ursingii","obligately anaerobic",FALSE,"ProTraits","igc","always","medium",NA,NA,"species","Acinetobacter",469,"genus"
70346,NA,"","Acinetobacter variabilis","aerobic",TRUE,"https://github.com/bacteria-archaea-traits/bacteria-archaea-traits/tree/master/output/prepared_data","unknown","always","medium",NA,NA,"species","Acinetobacter",469,"genus"
52133,NA,"","Acinetobacter venetianus","aerobic",TRUE,"https://github.com/bacteria-archaea-traits/bacteria-archaea-traits/tree/master/output/prepared_data","unknown","always","medium",NA,NA,"species","Acinetobacter",469,"genus"
52133,NA,"","Acinetobacter venetianus","obligately anaerobic",FALSE,"ProTraits","igc","always","medium",NA,NA,"species","Acinetobacter",469,"genus"
1776742,NA,"","Acinetobacter vivianii","aerobic",TRUE,"https://github.com/bacteria-archaea-traits/bacteria-archaea-traits/tree/master/output/prepared_data","unknown","always","medium",NA,NA,"species","Acinetobacter",469,"genus"
79912,NA,"","Actinoallomurus spadix","aerobic",TRUE,"https://github.com/bacteria-archaea-traits/bacteria-archaea-traits/tree/master/output/prepared_data","unknown","always","medium",NA,NA,"species","Actinoallomurus",667113,"genus"
65496,NA,"","Actinoalloteichus","aerobic",TRUE,"Bergey's Manual","exp","always","high",NA,NA,"genus","Pseudonocardiaceae",2070,"family"
65497,NA,"","Actinoalloteichus cyanogriseus","aerobic",TRUE,"https://github.com/bacteria-archaea-traits/bacteria-archaea-traits/tree/master/output/prepared_data","unknown","always","medium",NA,NA,"species","Actinoalloteichus",65496,"genus"
65497,NA,"","Actinoalloteichus cyanogriseus","obligately aerobic",TRUE,"ProTraits","igc","always","medium",NA,NA,"species","Actinoalloteichus",65496,"genus"
65497,NA,"","Actinoalloteichus cyanogriseus","obligately anaerobic",FALSE,"ProTraits","igc","always","medium",NA,NA,"species","Actinoalloteichus",65496,"genus"
340345,NA,"","Actinoalloteichus hymeniacidonis","aerobic",TRUE,"https://github.com/bacteria-archaea-traits/bacteria-archaea-traits/tree/master/output/prepared_data","unknown","always","medium",NA,NA,"species","Actinoalloteichus",65496,"genus"
713,NA,"","Actinobacillus","facultatively anaerobic",TRUE,"Bergey's Manual","exp","always","high",NA,NA,"genus","Pasteurellaceae",712,"family"
717,NA,"","Actinobacillus capsulatus","aerobic",TRUE,"https://github.com/bacteria-archaea-traits/bacteria-archaea-traits/tree/master/output/prepared_data","unknown","always","medium",NA,NA,"species","Actinobacillus",713,"genus"
718,NA,"","Actinobacillus equuli","aerobic",TRUE,"https://github.com/bacteria-archaea-traits/bacteria-archaea-traits/tree/master/output/prepared_data","unknown","always","medium",NA,NA,"species","Actinobacillus",713,"genus"
719,NA,"","Actinobacillus hominis","aerobic",TRUE,"https://github.com/bacteria-archaea-traits/bacteria-archaea-traits/tree/master/output/prepared_data","unknown","always","medium",NA,NA,"species","Actinobacillus",713,"genus"
51049,NA,"","Actinobacillus indolicus","aerobic",TRUE,"https://github.com/bacteria-archaea-traits/bacteria-archaea-traits/tree/master/output/prepared_data","unknown","always","medium",NA,NA,"species","Actinobacillus",713,"genus"
720,NA,"","Actinobacillus lignieresii","aerobic",TRUE,"https://github.com/bacteria-archaea-traits/bacteria-archaea-traits/tree/master/output/prepared_data","unknown","always","medium",NA,NA,"species","Actinobacillus",713,"genus"
51047,NA,"","Actinobacillus minor","aerobic",TRUE,"https://github.com/bacteria-archaea-traits/bacteria-archaea-traits/tree/master/output/prepared_data","unknown","always","medium",NA,NA,"species","Actinobacillus",713,"genus"
67855,NA,"","Actinobacillus muris","aerobic",TRUE,"https://github.com/bacteria-archaea-traits/bacteria-archaea-traits/tree/master/output/prepared_data","unknown","always","medium",NA,NA,"species","Muribacter",1857532,"genus"
715,NA,"","Actinobacillus pleuropneumoniae","aerobic",TRUE,"https://github.com/bacteria-archaea-traits/bacteria-archaea-traits/tree/master/output/prepared_data","unknown","always","medium",NA,NA,"species","Actinobacillus",713,"genus"
715,NA,"","Actinobacillus pleuropneumoniae","obligately aerobic",FALSE,"ProTraits","igc","always","medium",NA,NA,"species","Actinobacillus",713,"genus"
715,NA,"","Actinobacillus pleuropneumoniae","obligately anaerobic",FALSE,"ProTraits","igc","always","medium",NA,NA,"species","Actinobacillus",713,"genus"
434271,NA,"NC_010278","Actinobacillus pleuropneumoniae serovar 3 str. JL03","facultatively anaerobic",TRUE,"BacMap","unknown","always","high",NA,NA,"strain","Actinobacillus pleuropneumoniae",715,"species"
416269,NA,"NC_009053","Actinobacillus pleuropneumoniae serovar 5b str. L20","facultatively anaerobic",TRUE,"BacMap","unknown","always","high",NA,NA,"strain","Actinobacillus pleuropneumoniae",715,"species"
537457,NA,"NC_010939, NC_010940, NC_010941, NC_010942","Actinobacillus pleuropneumoniae serovar 7 str. AP76","facultatively anaerobic",TRUE,"BacMap","unknown","always","high",NA,NA,"strain","Actinobacillus pleuropneumoniae",715,"species"
51048,NA,"","Actinobacillus porcinus","aerobic",TRUE,"https://github.com/bacteria-archaea-traits/bacteria-archaea-traits/tree/master/output/prepared_data","unknown","always","medium",NA,NA,"species","Actinobacillus",713,"genus"
123820,NA,"","Actinobacillus rossii","aerobic",TRUE,"https://github.com/bacteria-archaea-traits/bacteria-archaea-traits/tree/master/output/prepared_data","unknown","always","medium",NA,NA,"species","Pasteurellaceae",712,"family"
67854,NA,"","Actinobacillus succinogenes","aerobic",TRUE,"https://github.com/bacteria-archaea-traits/bacteria-archaea-traits/tree/master/output/prepared_data","unknown","always","medium",NA,NA,"species","Actinobacillus",713,"genus"
67854,NA,"","Actinobacillus succinogenes","obligately aerobic",FALSE,"ProTraits","igc","always","medium",NA,NA,"species","Actinobacillus",713,"genus"
67854,NA,"","Actinobacillus succinogenes","microaerophilic",FALSE,"ProTraits","igc","always","medium",NA,NA,"species","Actinobacillus",713,"genus"
339671,NA,"NC_009655","Actinobacillus succinogenes 130Z","facultatively anaerobic",TRUE,"BacMap","unknown","always","high",NA,NA,"strain","Actinobacillus succinogenes",67854,"species"
716,NA,"","Actinobacillus suis","aerobic",TRUE,"https://github.com/bacteria-archaea-traits/bacteria-archaea-traits/tree/master/output/prepared_data","unknown","always","medium",NA,NA,"species","Actinobacillus",713,"genus"
716,NA,"","Actinobacillus suis","facultatively anaerobic",TRUE,"ProTraits","igc","always","medium",NA,NA,"species","Actinobacillus",713,"genus"
716,NA,"","Actinobacillus suis","obligately aerobic",FALSE,"ProTraits","igc","always","medium",NA,NA,"species","Actinobacillus",713,"genus"
716,NA,"","Actinobacillus suis","obligately anaerobic",FALSE,"ProTraits","igc","always","medium",NA,NA,"species","Actinobacillus",713,"genus"
723,NA,"","Actinobacillus ureae","aerobic",TRUE,"https://github.com/bacteria-archaea-traits/bacteria-archaea-traits/tree/master/output/prepared_data","unknown","always","medium",NA,NA,"species","Actinobacillus",713,"genus"
76833,NA,"","Actinobaculum","anaerobic",TRUE,"Bergey's Manual","exp","always","high",NA,NA,"genus","Actinomycetaceae",2049,"family"
390988,NA,"","Actinocatenispora","aerobic",TRUE,"Bergey's Manual","exp","always","high",NA,NA,"genus","Micromonosporaceae",28056,"family"
227318,NA,"","Actinocatenispora thailandica","aerobic",TRUE,"https://github.com/bacteria-archaea-traits/bacteria-archaea-traits/tree/master/output/prepared_data","unknown","always","medium",NA,NA,"species","Actinocatenispora",390988,"genus"
58108,NA,"","Actinocorallia","aerobic",TRUE,"Bergey's Manual","exp","always","high",NA,NA,"genus","Thermomonosporaceae",2012,"family"
111803,NA,"","Actinocorallia longicatena","aerobic",TRUE,"https://github.com/bacteria-archaea-traits/bacteria-archaea-traits/tree/master/output/prepared_data","unknown","always","medium",NA,NA,"species","Actinocorallia",58108,"genus"
39845,NA,"","Actinokineospora","aerobic",TRUE,"Bergey's Manual","exp","always","high",NA,NA,"genus","Pseudonocardiaceae",2070,"family"
155976,NA,"","Actinokineospora auranticolor","aerobic",TRUE,"https://github.com/bacteria-archaea-traits/bacteria-archaea-traits/tree/master/output/prepared_data","unknown","always","medium",NA,NA,"species","Actinokineospora",39845,"genus"
155975,NA,"","Actinokineospora enzanensis","aerobic",TRUE,"https://github.com/bacteria-archaea-traits/bacteria-archaea-traits/tree/master/output/prepared_data","unknown","always","medium",NA,NA,"species","Actinokineospora",39845,"genus"
1988,NA,"","Actinomadura","aerobic",TRUE,"Bergey's Manual","exp","always","high",NA,NA,"genus","Thermomonosporaceae",2012,"family"
406431,NA,"","Actinomadura alba","aerobic",TRUE,"https://github.com/bacteria-archaea-traits/bacteria-archaea-traits/tree/master/output/prepared_data","unknown","always","medium",NA,NA,"species","Actinomadura",1988,"genus"
1990,NA,"","Actinomadura atramentaria","aerobic",TRUE,"https://github.com/bacteria-archaea-traits/bacteria-archaea-traits/tree/master/output/prepared_data","unknown","always","medium",NA,NA,"species","Actinomadura",1988,"genus"
95160,NA,"","Actinomadura catellatispora","aerobic",TRUE,"https://github.com/bacteria-archaea-traits/bacteria-archaea-traits/tree/master/output/prepared_data","unknown","always","medium",NA,NA,"species","Actinomadura",1988,"genus"
60706,NA,"","Actinomadura formosensis","aerobic",TRUE,"https://github.com/bacteria-archaea-traits/bacteria-archaea-traits/tree/master/output/prepared_data","unknown","always","medium",NA,NA,"species","Actinomadura",1988,"genus"
96101,NA,"","Actinomadura glauciflava","aerobic",TRUE,"https://github.com/bacteria-archaea-traits/bacteria-archaea-traits/tree/master/output/prepared_data","unknown","always","medium",NA,NA,"species","Actinomadura",1988,"genus"
46163,NA,"","Actinomadura luteofluorescens","aerobic",TRUE,"https://github.com/bacteria-archaea-traits/bacteria-archaea-traits/tree/master/output/prepared_data","unknown","always","medium",NA,NA,"species","Actinomadura",1988,"genus"
46164,NA,"","Actinomadura macra","aerobic",TRUE,"https://github.com/bacteria-archaea-traits/bacteria-archaea-traits/tree/master/output/prepared_data","unknown","always","medium",NA,NA,"species","Actinomadura",1988,"genus"
1993,NA,"","Actinomadura madurae","aerobic",TRUE,"https://github.com/bacteria-archaea-traits/bacteria-archaea-traits/tree/master/output/prepared_data","unknown","always","medium",NA,NA,"species","Actinomadura",1988,"genus"
134959,NA,"","Actinomadura mexicana","aerobic",TRUE,"https://github.com/bacteria-archaea-traits/bacteria-archaea-traits/tree/master/output/prepared_data","unknown","always","medium",NA,NA,"species","Actinomadura",1988,"genus"
240840,NA,"","Actinomadura meyerae","aerobic",TRUE,"https://github.com/bacteria-archaea-traits/bacteria-archaea-traits/tree/master/output/prepared_data","unknown","always","medium",NA,NA,"species","Actinomadura",1988,"genus"
182080,NA,"","Actinomadura namibiensis","aerobic",TRUE,"https://github.com/bacteria-archaea-traits/bacteria-archaea-traits/tree/master/output/prepared_data","unknown","always","medium",NA,NA,"species","Actinomadura",1988,"genus"
111805,NA,"","Actinomadura pelletieri","aerobic",TRUE,"https://github.com/bacteria-archaea-traits/bacteria-archaea-traits/tree/master/output/prepared_data","unknown","always","medium",NA,NA,"species","Actinomadura",1988,"genus"
115335,NA,"","Actinomadura rubrobrunea","aerobic",TRUE,"https://github.com/bacteria-archaea-traits/bacteria-archaea-traits/tree/master/output/prepared_data","unknown","always","medium",NA,NA,"species","Actinomadura",1988,"genus"
1994,NA,"","Actinomadura rugatobispora","aerobic",TRUE,"https://github.com/bacteria-archaea-traits/bacteria-archaea-traits/tree/master/output/prepared_data","unknown","always","medium",NA,NA,"species","Actinomadura",1988,"genus"
46165,NA,"","Actinomadura verrucosospora","aerobic",TRUE,"https://github.com/bacteria-archaea-traits/bacteria-archaea-traits/tree/master/output/prepared_data","unknown","always","medium",NA,NA,"species","Actinomadura",1988,"genus"
115336,NA,"","Actinomadura vinacea","aerobic",TRUE,"https://github.com/bacteria-archaea-traits/bacteria-archaea-traits/tree/master/output/prepared_data","unknown","always","medium",NA,NA,"species","Actinomadura",1988,"genus"
58110,NA,"","Actinomadura viridis","aerobic",TRUE,"https://github.com/bacteria-archaea-traits/bacteria-archaea-traits/tree/master/output/prepared_data","unknown","always","medium",NA,NA,"species","Actinomadura",1988,"genus"
111807,NA,"","Actinomadura yumaensis","aerobic",TRUE,"https://github.com/bacteria-archaea-traits/bacteria-archaea-traits/tree/master/output/prepared_data","unknown","always","medium",NA,NA,"species","Actinomadura",1988,"genus"
1658,NA,"","Actinomyces bovis","anaerobic",TRUE,"https://github.com/bacteria-archaea-traits/bacteria-archaea-traits/tree/master/output/prepared_data","unknown","always","medium",NA,NA,"species","Actinomyces",1654,"genus"
100469,NA,"","Actinomyces canis","aerobic",TRUE,"https://github.com/bacteria-archaea-traits/bacteria-archaea-traits/tree/master/output/prepared_data","unknown","always","medium",NA,NA,"species","Schaalia",2529408,"genus"
181487,NA,"","Actinomyces cardiffensis","anaerobic",TRUE,"https://github.com/bacteria-archaea-traits/bacteria-archaea-traits/tree/master/output/prepared_data","unknown","always","medium",NA,NA,"species","Schaalia",2529408,"genus"
272548,NA,"","Actinomyces dentalis","anaerobic",TRUE,"https://github.com/bacteria-archaea-traits/bacteria-archaea-traits/tree/master/output/prepared_data","unknown","always","medium",NA,NA,"species","Actinomyces",1654,"genus"
52768,NA,"","Actinomyces georgiae","anaerobic",TRUE,"https://github.com/bacteria-archaea-traits/bacteria-archaea-traits/tree/master/output/prepared_data","unknown","always","medium",NA,NA,"species","Schaalia",2529408,"genus"
52769,NA,"","Actinomyces gerencseriae","anaerobic",TRUE,"https://github.com/bacteria-archaea-traits/bacteria-archaea-traits/tree/master/output/prepared_data","unknown","always","medium",NA,NA,"species","Actinomyces",1654,"genus"
52770,NA,"","Actinomyces hordeovulneris","anaerobic",TRUE,"https://github.com/bacteria-archaea-traits/bacteria-archaea-traits/tree/master/output/prepared_data","unknown","always","medium",NA,NA,"species","Buchananella",2767323,"genus"
29316,NA,"","Actinomyces hyovaginalis","anaerobic",TRUE,"https://github.com/bacteria-archaea-traits/bacteria-archaea-traits/tree/master/output/prepared_data","unknown","always","medium",NA,NA,"species","Schaalia",2529408,"genus"
1659,NA,"","Actinomyces israelii","anaerobic",TRUE,"https://github.com/bacteria-archaea-traits/bacteria-archaea-traits/tree/master/output/prepared_data","unknown","always","medium",NA,NA,"species","Actinomyces",1654,"genus"
461393,NA,"","Actinomyces massiliensis","anaerobic",TRUE,"https://github.com/bacteria-archaea-traits/bacteria-archaea-traits/tree/master/output/prepared_data","unknown","always","medium",NA,NA,"species","Actinomyces",1654,"genus"
52773,NA,"","Actinomyces meyeri","anaerobic",TRUE,"https://github.com/bacteria-archaea-traits/bacteria-archaea-traits/tree/master/output/prepared_data","unknown","always","medium",NA,NA,"species","Schaalia",2529408,"genus"
1655,NA,"","Actinomyces naeslundii","obligately aerobic",FALSE,"ProTraits","igc","always","medium",NA,NA,"species","Actinomyces",1654,"genus"
33007,NA,"","Actinomyces neuii","aerobic",TRUE,"https://github.com/bacteria-archaea-traits/bacteria-archaea-traits/tree/master/output/prepared_data","unknown","always","medium",NA,NA,"species","Winkia",2692118,"genus"
206043,NA,"","Actinomyces oricola","anaerobic",TRUE,"https://github.com/bacteria-archaea-traits/bacteria-archaea-traits/tree/master/output/prepared_data","unknown","always","medium",NA,NA,"species","Actinomyces",1654,"genus"
111015,NA,"","Actinomyces radicidentis","aerobic",TRUE,"https://github.com/bacteria-archaea-traits/bacteria-archaea-traits/tree/master/output/prepared_data","unknown","always","medium",NA,NA,"species","Actinomyces",1654,"genus"
332524,NA,"","Actinomyces ruminicola","anaerobic",TRUE,"https://github.com/bacteria-archaea-traits/bacteria-archaea-traits/tree/master/output/prepared_data","unknown","always","medium",NA,NA,"species","Actinomyces",1654,"genus"
131111,NA,"","Actinomyces turicensis","anaerobic",TRUE,"https://github.com/bacteria-archaea-traits/bacteria-archaea-traits/tree/master/output/prepared_data","unknown","always","medium",NA,NA,"species","Schaalia",2529408,"genus"
103621,NA,"","Actinomyces urogenitalis","aerobic",TRUE,"https://github.com/bacteria-archaea-traits/bacteria-archaea-traits/tree/master/output/prepared_data","unknown","always","medium",NA,NA,"species","Actinomyces",1654,"genus"
675090,NA,"","Actinomyces weissii","microaerophilic",TRUE,"https://github.com/bacteria-archaea-traits/bacteria-archaea-traits/tree/master/output/prepared_data","unknown","always","medium",NA,NA,"species","Actinomyces",1654,"genus"
402649,NA,"","Actinomycetospora","aerobic",TRUE,"Bergey's Manual","exp","always","high",NA,NA,"genus","Pseudonocardiaceae",2070,"family"
403638,NA,"","Actinoplanes couchii","aerobic",TRUE,"https://github.com/bacteria-archaea-traits/bacteria-archaea-traits/tree/master/output/prepared_data","unknown","always","medium",NA,NA,"species","Actinoplanes",1865,"genus"
1866,NA,"","Actinoplanes missouriensis","facultatively anaerobic",FALSE,"ProTraits","igc","always","medium",NA,NA,"species","Actinoplanes",1865,"genus"
1866,NA,"","Actinoplanes missouriensis","obligately aerobic",TRUE,"ProTraits","igc","always","medium",NA,NA,"species","Actinoplanes",1865,"genus"
1866,NA,"","Actinoplanes missouriensis","obligately anaerobic",FALSE,"ProTraits","igc","always","medium",NA,NA,"species","Actinoplanes",1865,"genus"
649831,NA,"","Actinoplanes sp. N902-109","facultatively anaerobic",FALSE,"ProTraits","igc","always","medium",NA,NA,"species","Actinoplanes",1865,"genus"
649831,NA,"","Actinoplanes sp. N902-109","obligately aerobic",TRUE,"ProTraits","igc","always","medium",NA,NA,"species","Actinoplanes",1865,"genus"
649831,NA,"","Actinoplanes sp. N902-109","obligately anaerobic",FALSE,"ProTraits","igc","always","medium",NA,NA,"species","Actinoplanes",1865,"genus"
134676,NA,"","Actinoplanes sp. SE50/110","facultatively anaerobic",FALSE,"ProTraits","igc","always","medium",NA,NA,"species","Actinoplanes",1865,"genus"
134676,NA,"","Actinoplanes sp. SE50/110","obligately aerobic",TRUE,"ProTraits","igc","always","medium",NA,NA,"species","Actinoplanes",1865,"genus"
134676,NA,"","Actinoplanes sp. SE50/110","obligately anaerobic",FALSE,"ProTraits","igc","always","medium",NA,NA,"species","Actinoplanes",1865,"genus"
117156,NA,"","Actinopolymorpha","aerobic",TRUE,"Bergey's Manual","exp","always","high",NA,NA,"genus","Actinopolymorphaceae",2805400,"family"
117157,NA,"","Actinopolymorpha singaporensis","aerobic",TRUE,"https://github.com/bacteria-archaea-traits/bacteria-archaea-traits/tree/master/output/prepared_data","unknown","always","medium",NA,NA,"species","Actinopolymorpha",117156,"genus"
1849,NA,"","Actinopolyspora","aerobic",TRUE,"Bergey's Manual","exp","always","high",NA,NA,"genus","Actinopolysporaceae",622451,"family"
33906,NA,"","Actinopolyspora mortivallis","obligately aerobic",TRUE,"ProTraits","igc","always","medium",NA,NA,"species","Actinopolyspora",1849,"genus"
33906,NA,"","Actinopolyspora mortivallis","obligately anaerobic",FALSE,"ProTraits","igc","always","medium",NA,NA,"species","Actinopolyspora",1849,"genus"
40566,NA,"","Actinosynnema","aerobic",TRUE,"Bergey's Manual","exp","always","high",NA,NA,"genus","Pseudonocardiaceae",2070,"family"
40567,NA,"","Actinosynnema mirum","facultatively anaerobic",FALSE,"ProTraits","igc","always","medium",NA,NA,"species","Actinosynnema",40566,"genus"
40567,NA,"","Actinosynnema mirum","obligately aerobic",TRUE,"ProTraits","igc","always","medium",NA,NA,"species","Actinosynnema",40566,"genus"
40567,NA,"","Actinosynnema mirum","obligately anaerobic",FALSE,"ProTraits","igc","always","medium",NA,NA,"species","Actinosynnema",40566,"genus"
446462,NA,"NC_013093","Actinosynnema mirum DSM 43827","aerobic",TRUE,"BacMap","unknown","always","high",NA,NA,"strain","Actinosynnema mirum",40567,"species"
458839,NA,"","Actinotalea","facultatively anaerobic",TRUE,"Bergey's Manual","exp","always","high",NA,NA,"genus","Cellulomonadaceae",85016,"family"
43671,NA,"","Actinotalea fermentans","aerobic",TRUE,"https://github.com/bacteria-archaea-traits/bacteria-archaea-traits/tree/master/output/prepared_data","unknown","always","medium",NA,NA,"species","Actinotalea",458839,"genus"
1918385,NA,"","Acutalibacter","anaerobic",TRUE,"Bergey's Manual","exp","always","high",NA,NA,"genus","Oscillospiraceae",216572,"family"
299566,NA,"","Adhaeribacter","aerobic",TRUE,"Bergey's Manual","exp","always","high",NA,NA,"genus","Hymenobacteraceae",1853232,"family"
299567,NA,"","Adhaeribacter aquaticus","obligately anaerobic",FALSE,"ProTraits","igc","always","medium",NA,NA,"species","Adhaeribacter",299566,"genus"
446660,NA,"","Adlercreutzia equolifaciens","obligately aerobic",FALSE,"ProTraits","igc","always","medium",NA,NA,"species","Adlercreutzia",447020,"genus"
